Community Area	Community Name	Latitude	Longitude
1	Rogers Park	42.003801	-87.657651
1	Rogers Park	42.002439	-87.657809
1	Rogers Park	41.99839	-87.657676
1	Rogers Park	42.009069	-87.661341
1	Rogers Park	42.00568	-87.660129
1	Rogers Park	42.00567	-87.661205
1	Rogers Park	42.005401	-87.661198
1	Rogers Park	42.006879	-87.66174
1	Rogers Park	42.001313	-87.662222
1	Rogers Park	42.001551	-87.663739
1	Rogers Park	41.998281	-87.664583
1	Rogers Park	42.009012	-87.664783
1	Rogers Park	42.00806	-87.665325
1	Rogers Park	42.005597	-87.666079
1	Rogers Park	42.007759	-87.666653
1	Rogers Park	42.019371	-87.667178
1	Rogers Park	41.998205	-87.66811
1	Rogers Park	42.01924	-87.668418
1	Rogers Park	42.019541	-87.668616
1	Rogers Park	42.007738	-87.668173
1	Rogers Park	42.015895	-87.668492
1	Rogers Park	42.019179	-87.668703
1	Rogers Park	42.019179	-87.668703
1	Rogers Park	42.019179	-87.668817
1	Rogers Park	42.016158	-87.668712
1	Rogers Park	42.015888	-87.668733
1	Rogers Park	42.00773	-87.668522
1	Rogers Park	42.007997	-87.668603
1	Rogers Park	42.007724	-87.668766
1	Rogers Park	42.007723	-87.668836
1	Rogers Park	42.016146	-87.669159
1	Rogers Park	42.016144	-87.669228
1	Rogers Park	42.019343	-87.673495
1	Rogers Park	42.019343	-87.673495
1	Rogers Park	42.00273	-87.672667
1	Rogers Park	42.009132	-87.672749
1	Rogers Park	42.010329	-87.674549
1	Rogers Park	42.009054	-87.675141
1	Rogers Park	42.009089	-87.676002
1	Rogers Park	42.009089	-87.676002
1	Rogers Park	42.009019	-87.678854
1	Rogers Park	42.019351	-87.679358
1	Rogers Park	42.005235	-87.68018
1	Rogers Park	41.998107	-87.670629
1	Rogers Park	41.998107	-87.670629
1	Rogers Park	41.998364	-87.66566
1	Rogers Park	41.998297	-87.670317
1	Rogers Park	41.998684	-87.670646
1	Rogers Park	41.999534	-87.660495
1	Rogers Park	41.99958	-87.660497
1	Rogers Park	41.999672	-87.660502
1	Rogers Park	41.99939	-87.670618
1	Rogers Park	41.99939	-87.670618
1	Rogers Park	41.999605	-87.671288
1	Rogers Park	42.000507	-87.660743
1	Rogers Park	42.000603	-87.660715
1	Rogers Park	42.001132	-87.66056
1	Rogers Park	42.001358	-87.660624
1	Rogers Park	42.001593	-87.660891
1	Rogers Park	42.001731	-87.660942
1	Rogers Park	42.002691	-87.660949
1	Rogers Park	42.002351	-87.672277
1	Rogers Park	42.002387	-87.669099
1	Rogers Park	42.002387	-87.669099
1	Rogers Park	42.003775	-87.668287
1	Rogers Park	42.00472	-87.660986
1	Rogers Park	42.004765	-87.661038
1	Rogers Park	42.004765	-87.661038
1	Rogers Park	42.00502	-87.66107
1	Rogers Park	42.00551	-87.670086
1	Rogers Park	42.005657	-87.661079
1	Rogers Park	42.005657	-87.661079
1	Rogers Park	42.005689	-87.660793
1	Rogers Park	42.005526	-87.673334
1	Rogers Park	42.005951	-87.661197
1	Rogers Park	42.006821	-87.666253
1	Rogers Park	42.006869	-87.673273
1	Rogers Park	42.007099	-87.666291
1	Rogers Park	42.00746	-87.673417
1	Rogers Park	42.008648	-87.661736
1	Rogers Park	42.008537	-87.673926
1	Rogers Park	42.008782	-87.661782
1	Rogers Park	42.009268	-87.666365
1	Rogers Park	42.009155	-87.673836
1	Rogers Park	42.009134	-87.681793
1	Rogers Park	42.009628	-87.669907
1	Rogers Park	42.009693	-87.674305
1	Rogers Park	42.01055	-87.674479
1	Rogers Park	42.01055	-87.674479
1	Rogers Park	42.010582	-87.674484
1	Rogers Park	42.010875	-87.674532
1	Rogers Park	42.011776	-87.674316
1	Rogers Park	42.011649	-87.682653
1	Rogers Park	42.012921	-87.663645
1	Rogers Park	42.012921	-87.663645
1	Rogers Park	42.013007	-87.663378
1	Rogers Park	42.014151	-87.664049
1	Rogers Park	42.014554	-87.67876
1	Rogers Park	42.014794	-87.67252
1	Rogers Park	42.015467	-87.674991
1	Rogers Park	42.015328	-87.668278
1	Rogers Park	42.01556	-87.67493
1	Rogers Park	42.015577	-87.674933
1	Rogers Park	42.015494	-87.668286
1	Rogers Park	42.01537	-87.676338
1	Rogers Park	42.016067	-87.675557
1	Rogers Park	42.016119	-87.670433
1	Rogers Park	42.016119	-87.670433
1	Rogers Park	42.016905	-87.677754
1	Rogers Park	42.016954	-87.67524
1	Rogers Park	42.018213	-87.67562
1	Rogers Park	42.018646	-87.671486
1	Rogers Park	42.01865	-87.67581
1	Rogers Park	42.018748	-87.675852
1	Rogers Park	42.019574	-87.673259
1	Rogers Park	42.019574	-87.673259
1	Rogers Park	42.020441	-87.666602
1	Rogers Park	42.020261	-87.673255
1	Rogers Park	42.020646	-87.66479
2	West Ridge	41.992071	-87.675487
2	West Ridge	41.994457	-87.676022
2	West Ridge	41.995387	-87.677382
2	West Ridge	42.005158	-87.681339
2	West Ridge	41.990791	-87.681255
2	West Ridge	42.011057	-87.683999
2	West Ridge	42.012386	-87.686473
2	West Ridge	42.008606	-87.686831
2	West Ridge	42.012387	-87.687952
2	West Ridge	42.00507	-87.692643
2	West Ridge	41.990348	-87.693025
2	West Ridge	41.990599	-87.696114
2	West Ridge	42.012177	-87.699865
2	West Ridge	42.004933	-87.700497
2	West Ridge	42.012207	-87.700474
2	West Ridge	41.990487	-87.700893
2	West Ridge	41.990281	-87.703613
2	West Ridge	41.997575	-87.704649
2	West Ridge	41.985222	-87.69898
2	West Ridge	41.986749	-87.700965
2	West Ridge	41.987081	-87.689729
2	West Ridge	41.987078	-87.701513
2	West Ridge	41.987118	-87.702161
2	West Ridge	41.987401	-87.68974
2	West Ridge	41.987503	-87.70223
2	West Ridge	41.987503	-87.70223
2	West Ridge	41.988931	-87.702785
2	West Ridge	41.990855	-87.699225
2	West Ridge	41.992523	-87.698413
2	West Ridge	41.993226	-87.688706
2	West Ridge	41.9948	-87.689967
2	West Ridge	41.994829	-87.684689
2	West Ridge	41.994829	-87.684689
2	West Ridge	41.99605	-87.682666
2	West Ridge	41.995656	-87.675925
2	West Ridge	41.996179	-87.675818
2	West Ridge	41.996588	-87.705836
2	West Ridge	41.996588	-87.705836
2	West Ridge	41.997012	-87.676585
2	West Ridge	41.99826	-87.699481
2	West Ridge	41.998481	-87.69985
2	West Ridge	42.002218	-87.6801
2	West Ridge	42.008475	-87.704631
2	West Ridge	42.008731	-87.699954
2	West Ridge	42.009458	-87.704666
2	West Ridge	42.014271	-87.690408
2	West Ridge	42.016306	-87.684445
2	West Ridge	42.016398	-87.690376
2	West Ridge	42.01695	-87.690325
2	West Ridge	42.017172	-87.690364
2	West Ridge	42.018701	-87.690304
3	Uptown	41.961609	-87.65537
3	Uptown	41.967431	-87.65571
3	Uptown	41.968937	-87.656368
3	Uptown	41.965532	-87.656456
3	Uptown	41.967365	-87.657661
3	Uptown	41.968923	-87.657827
3	Uptown	41.965248	-87.65793
3	Uptown	41.968919	-87.658265
3	Uptown	41.973377	-87.658147
3	Uptown	41.965256	-87.659017
3	Uptown	41.965256	-87.659017
3	Uptown	41.971585	-87.660161
3	Uptown	41.971585	-87.660161
3	Uptown	41.965181	-87.663385
3	Uptown	41.965181	-87.663385
3	Uptown	41.96175	-87.668152
3	Uptown	41.961749	-87.668251
3	Uptown	41.961749	-87.668251
3	Uptown	41.968742	-87.669737
3	Uptown	41.969009	-87.669868
3	Uptown	41.969008	-87.669942
3	Uptown	41.961771	-87.669798
3	Uptown	41.973296	-87.670308
3	Uptown	41.968971	-87.671192
3	Uptown	41.96898	-87.672147
3	Uptown	41.96533	-87.672755
3	Uptown	41.968971	-87.673149
3	Uptown	41.965323	-87.673124
3	Uptown	41.968701	-87.673272
3	Uptown	41.965319	-87.67333
3	Uptown	41.96505	-87.67332
3	Uptown	41.963214	-87.673347
3	Uptown	41.968969	-87.673528
3	Uptown	41.954535	-87.654583
3	Uptown	41.954535	-87.654583
3	Uptown	41.954535	-87.654583
3	Uptown	41.95546	-87.650996
3	Uptown	41.956246	-87.651766
3	Uptown	41.956657	-87.649905
3	Uptown	41.957503	-87.654446
3	Uptown	41.957488	-87.652164
3	Uptown	41.957615	-87.652244
3	Uptown	41.958176	-87.653022
3	Uptown	41.958063	-87.649565
3	Uptown	41.959263	-87.654867
3	Uptown	41.961333	-87.649681
3	Uptown	41.961813	-87.666142
3	Uptown	41.963575	-87.646954
3	Uptown	41.963575	-87.646954
3	Uptown	41.963575	-87.646954
3	Uptown	41.961737	-87.673783
3	Uptown	41.961914	-87.65499
3	Uptown	41.961879	-87.655275
3	Uptown	41.961881	-87.673787
3	Uptown	41.962174	-87.663875
3	Uptown	41.962174	-87.663875
3	Uptown	41.962074	-87.657959
3	Uptown	41.962574	-87.655329
3	Uptown	41.962574	-87.655329
3	Uptown	41.96369	-87.656442
3	Uptown	41.96375	-87.649855
3	Uptown	41.963749	-87.649765
3	Uptown	41.96375	-87.649855
3	Uptown	41.963925	-87.656597
3	Uptown	41.963984	-87.656636
3	Uptown	41.964102	-87.65595
3	Uptown	41.964249	-87.656408
3	Uptown	41.964249	-87.656408
3	Uptown	41.964127	-87.673858
3	Uptown	41.964337	-87.656868
3	Uptown	41.964425	-87.666355
3	Uptown	41.964864	-87.654572
3	Uptown	41.964602	-87.657042
3	Uptown	41.965516	-87.657641
3	Uptown	41.965445	-87.666938
3	Uptown	41.96547	-87.656167
3	Uptown	41.965715	-87.657368
3	Uptown	41.965515	-87.673902
3	Uptown	41.965926	-87.657906
3	Uptown	41.96592	-87.666669
3	Uptown	41.966024	-87.669197
3	Uptown	41.966369	-87.648938
3	Uptown	41.966576	-87.657925
3	Uptown	41.966481	-87.65486
3	Uptown	41.966497	-87.656285
3	Uptown	41.966623	-87.658357
3	Uptown	41.966362	-87.659725
3	Uptown	41.966781	-87.658057
3	Uptown	41.966354	-87.666733
3	Uptown	41.966218	-87.673909
3	Uptown	41.967443	-87.650177
3	Uptown	41.967443	-87.650177
3	Uptown	41.967355	-87.6549
3	Uptown	41.967164	-87.669281
3	Uptown	41.967449	-87.655932
3	Uptown	41.96726	-87.673928
3	Uptown	41.967304	-87.658804
3	Uptown	41.967812	-87.649864
3	Uptown	41.967648	-87.654961
3	Uptown	41.967434	-87.658902
3	Uptown	41.967837	-87.667443
3	Uptown	41.967837	-87.667443
3	Uptown	41.967846	-87.67395
3	Uptown	41.967846	-87.67395
3	Uptown	41.968239	-87.659038
3	Uptown	41.968284	-87.659067
3	Uptown	41.968288	-87.659065
3	Uptown	41.968446	-87.658687
3	Uptown	41.968289	-87.656313
3	Uptown	41.968075	-87.659736
3	Uptown	41.968411	-87.654995
3	Uptown	41.969167	-87.659792
3	Uptown	41.969365	-87.649446
3	Uptown	41.969096	-87.667701
3	Uptown	41.96944	-87.659838
3	Uptown	41.969713	-87.654987
3	Uptown	41.969957	-87.657712
3	Uptown	41.970504	-87.659894
3	Uptown	41.970504	-87.659894
3	Uptown	41.970783	-87.667526
3	Uptown	41.970835	-87.667896
3	Uptown	41.972254	-87.650351
3	Uptown	41.972254	-87.650351
3	Uptown	41.972254	-87.650351
3	Uptown	41.971961	-87.659922
3	Uptown	41.972319	-87.656037
3	Uptown	41.972359	-87.654726
3	Uptown	41.972497	-87.66972
3	Uptown	41.972862	-87.668161
3	Uptown	41.973649	-87.657798
3	Uptown	41.973411	-87.659935
3	Uptown	41.97388	-87.655144
3	Uptown	41.973974	-87.655147
3	Uptown	41.972783	-87.670932
3	Uptown	41.974036	-87.651326
3	Uptown	41.973536	-87.668256
3	Uptown	41.973951	-87.659565
3	Uptown	41.974125	-87.65782
3	Uptown	41.9738	-87.667948
3	Uptown	41.97548	-87.657875
3	Uptown	41.974978	-87.668105
3	Uptown	41.975595	-87.656489
3	Uptown	41.97559	-87.669425
3	Uptown	41.965453	-87.64005
3	Uptown	41.965453	-87.64005
3	Uptown	41.97569	-87.668183
3	Uptown	41.965453	-87.64005
3	Uptown	41.965408	-87.648718
3	Uptown	41.967216	-87.64959
3	Uptown	41.965623	-87.649396
3	Uptown	41.969335	-87.65061
3	Uptown	41.954689	-87.650118
3	Uptown	41.958299	-87.650739
3	Uptown	41.961933	-87.651371
3	Uptown	41.965322	-87.651082
3	Uptown	41.954671	-87.650985
3	Uptown	41.969334	-87.651382
3	Uptown	41.958329	-87.651992
3	Uptown	41.966514	-87.653041
3	Uptown	41.965561	-87.652657
3	Uptown	41.961673	-87.65264
3	Uptown	41.961673	-87.65264
3	Uptown	41.965289	-87.652915
3	Uptown	41.96834	-87.65285
3	Uptown	41.965557	-87.653035
3	Uptown	41.965286	-87.653142
3	Uptown	41.966252	-87.653506
3	Uptown	41.965284	-87.653293
3	Uptown	41.969016	-87.653222
3	Uptown	41.961937	-87.653478
3	Uptown	41.96928	-87.653456
3	Uptown	41.954629	-87.653304
3	Uptown	41.965548	-87.653714
4	Lincoln Square	41.968913	-87.674871
4	Lincoln Square	41.968913	-87.674871
4	Lincoln Square	41.967084	-87.674803
4	Lincoln Square	41.961574	-87.675096
4	Lincoln Square	41.965297	-87.674966
4	Lincoln Square	41.965296	-87.675059
4	Lincoln Square	41.965294	-87.675129
4	Lincoln Square	41.965025	-87.675142
4	Lincoln Square	41.976239	-87.675694
4	Lincoln Square	41.968905	-87.676376
4	Lincoln Square	41.961631	-87.676232
4	Lincoln Square	41.96162	-87.677099
4	Lincoln Square	41.96891	-87.677444
4	Lincoln Square	41.976011	-87.677792
4	Lincoln Square	41.968843	-87.678235
4	Lincoln Square	41.968616	-87.679761
4	Lincoln Square	41.968616	-87.679761
4	Lincoln Square	41.9616	-87.680183
4	Lincoln Square	41.968582	-87.68136
4	Lincoln Square	41.968857	-87.681112
4	Lincoln Square	41.968881	-87.682639
4	Lincoln Square	41.968585	-87.682735
4	Lincoln Square	41.968789	-87.684199
4	Lincoln Square	41.968794	-87.685487
4	Lincoln Square	41.968529	-87.68567
4	Lincoln Square	41.968739	-87.686619
4	Lincoln Square	41.97605	-87.686992
4	Lincoln Square	41.968532	-87.687531
4	Lincoln Square	41.963017	-87.687273
4	Lincoln Square	41.963017	-87.687273
4	Lincoln Square	41.963017	-87.687273
4	Lincoln Square	41.975786	-87.688136
4	Lincoln Square	41.976018	-87.690213
4	Lincoln Square	41.961463	-87.690101
4	Lincoln Square	41.968771	-87.692834
4	Lincoln Square	41.961471	-87.692693
4	Lincoln Square	41.968409	-87.693085
4	Lincoln Square	41.96583	-87.694058
4	Lincoln Square	41.968492	-87.693933
4	Lincoln Square	41.968421	-87.695549
4	Lincoln Square	41.968681	-87.696656
4	Lincoln Square	41.968601	-87.698781
4	Lincoln Square	41.962113	-87.688857
4	Lincoln Square	41.962638	-87.688845
4	Lincoln Square	41.962415	-87.684305
4	Lincoln Square	41.962415	-87.684305
4	Lincoln Square	41.962415	-87.684305
4	Lincoln Square	41.962796	-87.688518
4	Lincoln Square	41.963318	-87.685282
4	Lincoln Square	41.963397	-87.677407
4	Lincoln Square	41.963483	-87.685389
4	Lincoln Square	41.963788	-87.688906
4	Lincoln Square	41.963813	-87.685602
4	Lincoln Square	41.963813	-87.685602
4	Lincoln Square	41.963838	-87.691371
4	Lincoln Square	41.964121	-87.67887
4	Lincoln Square	41.964177	-87.685435
4	Lincoln Square	41.964177	-87.685435
4	Lincoln Square	41.964205	-87.685453
4	Lincoln Square	41.964143	-87.685815
4	Lincoln Square	41.964971	-87.686285
4	Lincoln Square	41.964971	-87.686285
4	Lincoln Square	41.964971	-87.686285
4	Lincoln Square	41.965111	-87.686049
4	Lincoln Square	41.965251	-87.686536
4	Lincoln Square	41.965251	-87.686536
4	Lincoln Square	41.965778	-87.686619
4	Lincoln Square	41.965839	-87.693861
4	Lincoln Square	41.965951	-87.686734
4	Lincoln Square	41.966211	-87.678943
4	Lincoln Square	41.966211	-87.678943
4	Lincoln Square	41.966003	-87.688641
4	Lincoln Square	41.966003	-87.688641
4	Lincoln Square	41.966122	-87.688642
4	Lincoln Square	41.966349	-87.687256
4	Lincoln Square	41.966502	-87.687266
4	Lincoln Square	41.966197	-87.693533
4	Lincoln Square	41.966385	-87.697886
4	Lincoln Square	41.967024	-87.679268
4	Lincoln Square	41.966999	-87.687685
4	Lincoln Square	41.966999	-87.687685
4	Lincoln Square	41.967184	-87.674827
4	Lincoln Square	41.967031	-87.679016
4	Lincoln Square	41.966853	-87.687348
4	Lincoln Square	41.967022	-87.688656
4	Lincoln Square	41.967194	-87.687812
4	Lincoln Square	41.967714	-87.679038
4	Lincoln Square	41.967575	-87.676337
4	Lincoln Square	41.967494	-87.687607
4	Lincoln Square	41.967482	-87.67783
4	Lincoln Square	41.967723	-87.688159
4	Lincoln Square	41.968182	-87.678992
4	Lincoln Square	41.968125	-87.684201
4	Lincoln Square	41.968125	-87.684201
4	Lincoln Square	41.967751	-87.688177
4	Lincoln Square	41.9682	-87.682564
4	Lincoln Square	41.967834	-87.688232
4	Lincoln Square	41.968062	-87.674861
4	Lincoln Square	41.969147	-87.674356
4	Lincoln Square	41.968742	-87.689039
4	Lincoln Square	41.968744	-87.688753
4	Lincoln Square	41.968989	-87.679006
4	Lincoln Square	41.96907	-87.67937
4	Lincoln Square	41.969173	-87.679054
4	Lincoln Square	41.969546	-87.679026
4	Lincoln Square	41.969836	-87.689512
4	Lincoln Square	41.969821	-87.68881
4	Lincoln Square	41.96971	-87.679391
4	Lincoln Square	41.969942	-87.689124
4	Lincoln Square	41.969775	-87.679031
4	Lincoln Square	41.97094	-87.690231
4	Lincoln Square	41.970691	-87.687578
4	Lincoln Square	41.970836	-87.679065
4	Lincoln Square	41.970772	-87.687943
4	Lincoln Square	41.970749	-87.688792
4	Lincoln Square	41.971415	-87.679081
4	Lincoln Square	41.971497	-87.679445
4	Lincoln Square	41.971618	-87.679087
4	Lincoln Square	41.973114	-87.688911
4	Lincoln Square	41.974155	-87.701459
4	Lincoln Square	41.974155	-87.701459
4	Lincoln Square	41.974155	-87.701459
4	Lincoln Square	41.974348	-87.684058
4	Lincoln Square	41.974522	-87.679511
4	Lincoln Square	41.974522	-87.679511
4	Lincoln Square	41.974522	-87.679511
4	Lincoln Square	41.975118	-87.679173
4	Lincoln Square	41.975118	-87.679173
4	Lincoln Square	41.974862	-87.698819
4	Lincoln Square	41.974862	-87.698819
4	Lincoln Square	41.97513	-87.684116
4	Lincoln Square	41.975307	-87.688941
4	Lincoln Square	41.974993	-87.701133
4	Lincoln Square	41.974993	-87.701133
4	Lincoln Square	41.975939	-87.699037
4	Lincoln Square	41.976494	-87.679208
4	Lincoln Square	41.976412	-87.699123
4	Lincoln Square	41.976726	-87.679581
4	Lincoln Square	41.976892	-87.692311
4	Lincoln Square	41.977112	-87.689355
4	Lincoln Square	41.977963	-87.679571
4	Lincoln Square	41.977807	-87.692429
4	Lincoln Square	41.97807	-87.67927
4	Lincoln Square	41.978359	-87.689045
4	Lincoln Square	41.982285	-87.693978
4	Lincoln Square	41.982787	-87.694306
5	North Center	41.954342	-87.674439
5	North Center	41.954342	-87.674439
5	North Center	41.954342	-87.674439
5	North Center	41.954339	-87.674507
5	North Center	41.95433	-87.674675
5	North Center	41.954328	-87.674709
5	North Center	41.947058	-87.674385
5	North Center	41.954053	-87.674818
5	North Center	41.961412	-87.675358
5	North Center	41.953999	-87.675101
5	North Center	41.943121	-87.674944
5	North Center	41.953999	-87.67527
5	North Center	41.95706	-87.676657
5	North Center	41.954048	-87.676905
5	North Center	41.954312	-87.677262
5	North Center	41.941523	-87.67733
5	North Center	41.946748	-87.677464
5	North Center	41.961299	-87.678214
5	North Center	41.939711	-87.678607
5	North Center	41.932384	-87.67907
5	North Center	41.946768	-87.678691
5	North Center	41.940343	-87.678619
5	North Center	41.946988	-87.678759
5	North Center	41.943071	-87.67872
5	North Center	41.943069	-87.67885
5	North Center	41.96134	-87.679427
5	North Center	41.9561	-87.679543
5	North Center	41.943333	-87.679118
5	North Center	41.961356	-87.679641
5	North Center	41.94333	-87.679313
5	North Center	41.94306	-87.67937
5	North Center	41.943285	-87.679822
5	North Center	41.954242	-87.680136
5	North Center	41.955833	-87.68026
5	North Center	41.943053	-87.679955
5	North Center	41.943321	-87.680124
5	North Center	41.93968	-87.681054
5	North Center	41.954201	-87.681326
5	North Center	41.953969	-87.681913
5	North Center	41.953968	-87.68211
5	North Center	41.943038	-87.681785
5	North Center	41.939403	-87.68155
5	North Center	41.953963	-87.682725
5	North Center	41.953963	-87.682725
5	North Center	41.943297	-87.682555
5	North Center	41.939663	-87.682198
5	North Center	41.954176	-87.683764
5	North Center	41.943058	-87.68347
5	North Center	41.939371	-87.683545
5	North Center	41.96125	-87.684159
5	North Center	41.954186	-87.685301
5	North Center	41.939359	-87.684552
5	North Center	41.953917	-87.685293
5	North Center	41.93956	-87.685766
5	North Center	41.954171	-87.686514
5	North Center	41.939341	-87.686221
5	North Center	41.954115	-87.687099
5	North Center	41.939575	-87.689285
5	North Center	41.961129	-87.690806
5	North Center	41.946584	-87.691062
5	North Center	41.946584	-87.691062
5	North Center	41.946777	-87.694233
5	North Center	41.946643	-87.694233
5	North Center	41.949588	-87.693556
5	North Center	41.93511	-87.680462
5	North Center	41.935426	-87.678443
5	North Center	41.936601	-87.680507
5	North Center	41.938982	-87.675718
5	North Center	41.940268	-87.678535
5	North Center	41.940619	-87.678516
5	North Center	41.940844	-87.678552
5	North Center	41.94095	-87.690808
5	North Center	41.94239	-87.681862
5	North Center	41.943283	-87.688354
5	North Center	41.94378	-87.688002
5	North Center	41.945194	-87.681087
5	North Center	41.945194	-87.681087
5	North Center	41.945194	-87.681087
5	North Center	41.947343	-87.678736
5	North Center	41.948226	-87.674819
5	North Center	41.948348	-87.674497
5	North Center	41.948752	-87.688495
5	North Center	41.948808	-87.67847
5	North Center	41.948786	-87.688134
5	North Center	41.949046	-87.674986
5	North Center	41.949046	-87.674986
5	North Center	41.949217	-87.686064
5	North Center	41.949625	-87.675393
5	North Center	41.949534	-87.688152
5	North Center	41.949995	-87.678457
5	North Center	41.949995	-87.678457
5	North Center	41.950696	-87.676194
5	North Center	41.950833	-87.676233
5	North Center	41.950913	-87.676287
5	North Center	41.950996	-87.676747
5	North Center	41.951116	-87.676423
5	North Center	41.951238	-87.676909
5	North Center	41.951238	-87.676909
5	North Center	41.951533	-87.677104
5	North Center	41.951809	-87.676898
5	North Center	41.951809	-87.676898
5	North Center	41.951486	-87.679695
5	North Center	41.952446	-87.683745
5	North Center	41.952446	-87.683745
5	North Center	41.952803	-87.677998
5	North Center	41.953089	-87.677788
5	North Center	41.953438	-87.678037
5	North Center	41.953656	-87.678189
5	North Center	41.954572	-87.679262
5	North Center	41.955262	-87.683815
5	North Center	41.95545	-87.67947
5	North Center	41.95545	-87.67947
5	North Center	41.956034	-87.680218
5	North Center	41.955967	-87.688385
5	North Center	41.956186	-87.679968
5	North Center	41.956441	-87.680149
5	North Center	41.956977	-87.680935
5	North Center	41.957143	-87.680642
5	North Center	41.957502	-87.688379
5	North Center	41.957795	-87.688439
5	North Center	41.957198	-87.681085
5	North Center	41.957842	-87.681475
5	North Center	41.958015	-87.681654
5	North Center	41.958586	-87.681656
5	North Center	41.958906	-87.681883
5	North Center	41.959012	-87.681957
5	North Center	41.958859	-87.682258
5	North Center	41.959646	-87.682763
5	North Center	41.959993	-87.682648
5	North Center	41.959993	-87.682648
5	North Center	41.960136	-87.688457
5	North Center	41.960539	-87.683378
5	North Center	41.960514	-87.68855
5	North Center	41.960619	-87.688514
5	North Center	41.960663	-87.683532
5	North Center	41.960868	-87.678761
5	North Center	41.960938	-87.683317
6	Lake View	41.94737	-87.654465
6	Lake View	41.936331	-87.654096
6	Lake View	41.943397	-87.654252
6	Lake View	41.954337	-87.655139
6	Lake View	41.939724	-87.654727
6	Lake View	41.947232	-87.656416
6	Lake View	41.939921	-87.656606
6	Lake View	41.949048	-87.656795
6	Lake View	41.947038	-87.657425
6	Lake View	41.947036	-87.657547
6	Lake View	41.947036	-87.657547
6	Lake View	41.93996	-87.657066
6	Lake View	41.939938	-87.658015
6	Lake View	41.939918	-87.659587
6	Lake View	41.951084	-87.659637
6	Lake View	41.947268	-87.659857
6	Lake View	41.939916	-87.659792
6	Lake View	41.939649	-87.659566
6	Lake View	41.947257	-87.660606
6	Lake View	41.939811	-87.661135
6	Lake View	41.93989	-87.66162
6	Lake View	41.9397	-87.661167
6	Lake View	41.939878	-87.662344
6	Lake View	41.939878	-87.662344
6	Lake View	41.939878	-87.662344
6	Lake View	41.954256	-87.66365
6	Lake View	41.946949	-87.663107
6	Lake View	41.93987	-87.662801
6	Lake View	41.939856	-87.664006
6	Lake View	41.950705	-87.665392
6	Lake View	41.954199	-87.665293
6	Lake View	41.96151	-87.666595
6	Lake View	41.939591	-87.665119
6	Lake View	41.954187	-87.666558
6	Lake View	41.939862	-87.666453
6	Lake View	41.939862	-87.666453
6	Lake View	41.961456	-87.669426
6	Lake View	41.941426	-87.668861
6	Lake View	41.939589	-87.668847
6	Lake View	41.954401	-87.669726
6	Lake View	41.937994	-87.669441
6	Lake View	41.941577	-87.670064
6	Lake View	41.939819	-87.669688
6	Lake View	41.954118	-87.670434
6	Lake View	41.943462	-87.670329
6	Lake View	41.945301	-87.67043
6	Lake View	41.950736	-87.670669
6	Lake View	41.947091	-87.671735
6	Lake View	41.954156	-87.672789
6	Lake View	41.95414	-87.672815
6	Lake View	41.932888	-87.645199
6	Lake View	41.932888	-87.645199
6	Lake View	41.932888	-87.645199
6	Lake View	41.933287	-87.636302
6	Lake View	41.93331	-87.636113
6	Lake View	41.932732	-87.653754
6	Lake View	41.932646	-87.663356
6	Lake View	41.933067	-87.645001
6	Lake View	41.932932	-87.658916
6	Lake View	41.933078	-87.659288
6	Lake View	41.933043	-87.658861
6	Lake View	41.933749	-87.644797
6	Lake View	41.933315	-87.660051
6	Lake View	41.933629	-87.653657
6	Lake View	41.934043	-87.644203
6	Lake View	41.934042	-87.645662
6	Lake View	41.934338	-87.644311
6	Lake View	41.933639	-87.639463
6	Lake View	41.933761	-87.656092
6	Lake View	41.933784	-87.658928
6	Lake View	41.933878	-87.654003
6	Lake View	41.933933	-87.66039
6	Lake View	41.935019	-87.646866
6	Lake View	41.934951	-87.646461
6	Lake View	41.934405	-87.668656
6	Lake View	41.935232	-87.644037
6	Lake View	41.934678	-87.668303
6	Lake View	41.935232	-87.648939
6	Lake View	41.93575	-87.644388
6	Lake View	41.935428	-87.654036
6	Lake View	41.935424	-87.654042
6	Lake View	41.934912	-87.662267
6	Lake View	41.935324	-87.663794
6	Lake View	41.935165	-87.662552
6	Lake View	41.93546	-87.668325
6	Lake View	41.935522	-87.66344
6	Lake View	41.935446	-87.668687
6	Lake View	41.935506	-87.662571
6	Lake View	41.936043	-87.63949
6	Lake View	41.936162	-87.668648
6	Lake View	41.936606	-87.644355
6	Lake View	41.936105	-87.663851
6	Lake View	41.936207	-87.668335
6	Lake View	41.936597	-87.644071
6	Lake View	41.936597	-87.644071
6	Lake View	41.936586	-87.647748
6	Lake View	41.936257	-87.663667
6	Lake View	41.936398	-87.65413
6	Lake View	41.936847	-87.644396
6	Lake View	41.936624	-87.664174
6	Lake View	41.936727	-87.644029
6	Lake View	41.936792	-87.668728
6	Lake View	41.93738	-87.64442
6	Lake View	41.936893	-87.644036
6	Lake View	41.937416	-87.668502
6	Lake View	41.936985	-87.64404
6	Lake View	41.937477	-87.654208
6	Lake View	41.937509	-87.653848
6	Lake View	41.937509	-87.653848
6	Lake View	41.937415	-87.659052
6	Lake View	41.93729	-87.665574
6	Lake View	41.937585	-87.665465
6	Lake View	41.937974	-87.644385
6	Lake View	41.937672	-87.644199
6	Lake View	41.937672	-87.644199
6	Lake View	41.938161	-87.653942
6	Lake View	41.938363	-87.668434
